replica,n_stimuli,n_obstacles,use_fuzzy,convergence_time,physical_convergence_time,cohesion_mean,cohesion_final,fragmentation_mean,fragmentation_final,distribution_entropy,dwell_count,stimulus_occupancy,first_arrival,physical_convergence_time_per_stimulus,mean_robots_at_stimulus,transit_fraction,obstacle_interaction_rate
0,3,0,0,10,42,2.3835156833186777,2.0391153968750486,0.43928070175438594,0.3631578947368421,0.46438561897747244,"[3992, 3803, 4070]","[0.5933333333333334, 0.5488888888888889, 0.59]","[12, 36, 40]","[458, 176, 697]","[2.2177777777777776, 2.1127777777777776, 2.261111111111111]",0.6704166666666667,
